Designator,Mid X,Mid Y,Rotation,Layer
C1,147.0,-95.0,-90.0,top
C2,158.0,-95.0,-90.0,top
C3,165.347349,-95.0,0.0,top
D1,133.0,-84.0,-90.0,top
D2,142.5,-94.5,90.0,top
D3,170.0,-105.75,180.0,top
F1,105.7,-86.0,0.0,top
FB1,152.5,-97.5,0.0,top
J1,117.5,-106.5,180.0,top
J2,116.0,-72.0,90.0,top
J3,131.0,-72.0,90.0,top
J4,161.0,-72.0,90.0,top
J5,146.0,-72.0,90.0,top
Q1,135.5,-97.0,180.0,top
R1,137.0,-92.0,180.0,top
R2,166.75,-104.75,-90.0,top
SW1,147.25,-81.0,90.0,top
SW2,162.25,-81.0,90.0,top
